Id,Clientes,Transacción,Categoría,Descripción,Precio,TipoContrato,Superficie,Área,Dirección,ÁreaInterior,Habitaciones,Baños,Edad,Edad_prom,Piso,Administración,Barrio,Estrato,Garages,Extras,Latitud,Longitud,PrecioM2,Ascensor,Depósito,ModifyDate,Link
319,Z.L.A. GLOBAL BROKERS INMOBILIARIA,Venta,Apartamento,"VENDO MODERNO APARTAMENTO EN PASADENA Sofisticado apartamento esquinero con doble entrada por carrera y calle. Ubicado en excelente zona residencial de la ciudad. Rodeado de amplias zonas verdes y sectores comerciales,  con acceso a vías principales y de transporte público. Iluminación natural e interior con claraboyas,  espacios de doble altura y chimenea. De ambiente acogedor y hogareño para increíbles experiencias en familia y con amigos. MMR-2873.",650000000,Professional,135,135,CARRERA 50 CON 106,,3,3,9 a 15 años,12.0,5,640000,Pasadena,5,2,"Interiores$Balcón, Baño Auxiliar, Barra estilo americano, Calentador, Chimenea, Citófono, Cocina Integral, Cocina tipo Americano, Depósito / Bodega, Instalación de gas, Sauna / Turco / Jacuzzi, Zona de lavandería|Exteriores$Ascensor, Cancha de Squash, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.692336082458501,-74.05970764160159,4814814.81,1,1,10/20/2020 7:56:11 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5200648.aspx
320,HORACIO RUIZ,Venta,Apartamento,"BELLISIMO y muy AMPLIO apartamento listo para habitar. Ubicado muy cerca de la autopista norte y a pocas cuadras de la calle 100, está cerca de clínicas, supermercados y transporte público (Transmilenio y Sitp). Muy iluminado, cuenta con hermosos acabados, hall de alcobas/estudio y sus parqueaderos son independientes. Zona muy tranquila y con muchos servicios a la mano. Elevador de autos para acceder a parqueo y terraza con una hermosa vista y barbecue. ",824000000,Particular,112,112,Carrera 49 106A-15,"108,00 m2",2,3,Menos de 1 año,0.5,4,650000,Pasadena,4,3,"Interiores$Calentador, Citófono, Cocina tipo Americano, Depósito / Bodega, Hall de Alcobas, Instalación de gas|Exteriores$Ascensor, Portería / Recepción, Terraza, Vista panorámica|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69518899917603,-74.05999755859379,7357142.86,1,1,3/21/2021 9:40:17 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5430871.aspx
321,Engel & Volkers,Venta,Apartamento,"Edificio con la mejor ubicación y acabados; cuenta con caldera,  gimnasio,  3 terrazas y 2 salones de entrenamiento. Apartamento esquinero en tercer piso,  al ingresar encontramos a mano derecha cocina abierta con accesorios y terminados de la mejor calidad y a mano izquierda baño social. En la zona social encontramos sala-comedor con ventanales de techo a piso y amplio balcón. En el área privada tenemos un hall de alcobas y tres habitaciones muy iluminadas Con dos parqueaderos y depósito..",888000000,Professional,125,125,Calle 104A #47A-14W-02IHU0,"125,00 m2",3,3,1 a 8 años,4.5,0,0,Pasadena,0,2,"Interiores$Balcón, Chimenea, Citófono, Cocina tipo Americano, Depósito / Bodega, Escalera de Emergencia, Hall de Alcobas, Zona de BBQ|Exteriores$Ascensor, Caldera, Garaje Cubierto, Gimnasio, Parqueadero Visitantes, Planta Eléctrica, Portería / Vigilancia, Salón Comunal, Salón de Juegos, Vigilancia privada 24*7, Zona Infantil|del Sector$Cómodas vias de acceso, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69199991226196,-74.0589981079102,7104000.0,1,1,3/4/2021 5:25:09 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5431458.aspx
322,Al Punto,Venta,Apartamento,Hermoso Apartamento Dúplex de 209 M² Remodelado Primer piso 124.6 M² Segundo Piso 81 M² Barrio: Pasadena 4 Habitaciones Grandes con closet + la de servicio  Habitación principal con un Solar exclusivo Cada habitación tiene baño 5 Baños - 1 con Tina Pisos en Mármol y #Madera  1Depósito  4Parqueaderos propios cubiertos Estrato: 5 Valor #administración $888.000 #Venta  $980.000.000.,980000000,Professional,209,209,calle 104  51 - 30,"208,00 m2",5,5,16 a 30 años,23.0,6,888000,Pasadena,6,4,"Interiores$Baño Auxiliar, Baño de Servicio, Calentador, Citófono, Cocina Integral, Comedor auxiliar, Cuarto de Servicio, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol, Sauna / Turco / Jacuzzi, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",4.69336605072021,-74.0619583129883,4688995.22,1,1,3/5/2021 7:50:36 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6090755.aspx
323,Pascual Neira,Venta,Apartamento,Vendo mi apartamento ubicado en Pasadena consta de dos alcobas cada una con baño baño social cocina tipo americano sala comedor dos parqueaderos en servidumbre deposito dos parqueaderos,468500000,Particular,75,75,Carrera 51 - 102,,3,3,1 a 8 años,4.5,0,345000,Pasadena,0,2,"Interiores$Balcón, Barra estilo americano, Chimenea, Cocina tipo Americano, Depósito / Bodega|Exteriores$Parqueadero Visitantes, Salón Comunal",4.691033840179441,-74.0619812011719,6246666.67,0,1,3/14/2021 7:31:15 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6180164.aspx
324,Inmobiliaria LGC,Venta,Apartamento,SE VENDE APARTAMENTO EN PASADENA PRIMER PISO 79.20 METROS PARQUEADERO PRIVADO SALA COMEDOR COCINA TRES ALCOBAS TRES BAÑOS  CERCA ESTACION PUENTELARGO  AV. SUBA NEGOCIABLE.,330000000,Professional,79,79,CALLE 106 No 51-60,"79,00 m2",3,3,Más de 30 años,40.0,1,369000,Pasadena,1,1,"Interiores$Baño Auxiliar, Citófono, Depósito / Bodega, Estudio, Instalación de gas, Zona de lavandería|Exteriores$Garaje(s), Portería / Recepción, Vigilancia, Vivienda Multifamiliar|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",0.0,0.0,4177215.19,0,1,3/24/2021 10:23:08 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6156990.aspx
325,Carmen Rodriguez,Venta,Apartamento,"- Edificio de 5 pisos con ascensor y administración. Dos parqueaderos independientes y un depósito, estrato 5.- Apartamento de 99.2 metros con terraza de 39.13 metros, recien remodelado. Tiene tres cuartos + cuarto de servicio, sala, comedor y cocina separados, tres baños (todos con ducha). Piso de madera y chimenea a gas. La terraza tiene una pérgola y aislamiento con vayas de metal perforado, cámara de vigilancia.",615000000,Particular,99,99,Transversal 57  104b 31,"99,00 m2",4,3,16 a 30 años,23.0,2,550000,Pasadena,2,2,"Interiores$Baño Auxiliar, Cocina Integral, Cuarto de servicio, Depósito / Bodega, Instalación de gas, Patio|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Portería / Recepción, Terraza|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.693371772766111,-74.0650177001953,6212121.21,1,1,3/8/2021 3:22:27 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6160128.aspx
326,LEO BELTRAN,Venta,Apartamento,"OPORTUNIDAD APARTAMENTO DE 105 M2. En edificio de 2 años. Excelentes acabados con vista. 4 habitaciones. Principal con vestier,  baño y balcón. 2 hab. con closet y baño de alcobas. una hab. con baño. Hall. Cocina integral. Zona de lavandería. Sala comedor con chimenea y balcón. Baño social. 2 garajes amplios en línea y depósito. CONJUNTO. Vigilancia 24 horas. Circuito de TV. Parqueo de visitantes. Gimnasio. Terraza BBQ. Lobby. Zona juego niños. Salón social. Fácil acceso. Transporte. Parques. Neg.",749000000,Professional,105,105,CALLE 104 48 20,"105,00 m2",4,4,1 a 8 años,4.5,4,530000,Pasadena,4,2,"Interiores$Alarma, Balcón, Baño Auxiliar, Calentador, Chimenea, Citófono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Cuarto de Servicio, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Cuarto de Escoltas, En conjunto cerrado, Garaje(s), Jardín, Jaula de Golf, Parqueadero Visitantes, Piscina, Portería / Recepción, Salón Comunal, Terraza, Vigilancia, Vista panorámica, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69190120697021,-74.059455871582,7133333.33,1,1,3/29/2021 9:46:25 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6194432.aspx
327,Sonia Margarita Herran Carreño,Venta,Apartamento,"Ed CALICANTO Apto 504 luminoso espectacular vista al oriente cercano Calle 100 Avenida Suba y Autopista Norte Habitaciones closets  amplios madera comedor con mueble de madera piso a techo con cajones y repisa; cuenta con servicio de vigilancia armada, sala comedor y planta eléctrica, con 2 parqueaderos en linea, ascensor y terraza con BBQ y juegos, fácil acceso sobre carrera una vía. Edificio de 23 apartamentos escalera  corredores salón comunal amplios.",490000000,Particular,72,72,carrera 51  102 a - 76/88,"68,00 m2",2,2,1 a 8 años,4.5,5,552000,Pasadena,5,2,"Interiores$Barra estilo americano, Calentador, Citófono, Cocina Integral, Cocina tipo Americano, Depósito / Bodega, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Salón de Juegos, Terraza, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.691147804260249,-74.061897277832,6805555.56,1,1,1/23/2021 5:00:17 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5401102.aspx
328,Daniela Abaunza,Venta,Apartamento,Hermoso apartamento estrato 5 zona muy segura y residencial No tiene ninguna deuda está para venta inmediata,580000000,Particular,117,117,cra 53 #106-66,"117,00 m2",3,3,,0.0,0,0,Pasadena,0,2,"Interiores$Baño Auxiliar, Calentador, Citófono, Cocina Integral, Cuarto de servicio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol|Exteriores$Ascensor, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Salón Comunal|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69606113433838,-74.0624084472656,4957264.96,1,0,3/11/2021 8:58:16 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6167429.aspx
329,LEO BELTRAN,Venta,Apartamento,"OPORTUNIDAD APARTAMENTO DE 105 M2. En edificio de 2 años. Excelentes acabados con vista. 4 habitaciones. Principal con vestier,  baño y balcón. 2 hab. con closet y baño de alcobas. una hab. con baño. Hall. Cocina integral. Zona de lavandería. Sala comedor con chimenea y balcón. Baño social. 2 garajes amplios en línea y depósito. CONJUNTO. Vigilancia 24 horas. Circuito de TV. Parqueo de visitantes. Gimnasio. Terraza BBQ. Lobby. Zona juego niños. Salón social. Fácil acceso. Transporte. Parques. Neg.",749000000,Professional,105,105,CALLE 104 48 20,"105,00 m2",4,4,1 a 8 años,4.5,3,530000,Pasadena,3,2,"Interiores$Alarma, Amoblado, Balcón, Baño Auxiliar, Calentador, Chimenea, Citófono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Cuarto de Escoltas, En conjunto cerrado, Garaje(s), Jardín, Jaula de Golf, Parqueadero Visitantes, Piscina, Portería / Recepción, Salón Comunal, Salón de Juegos, Terraza, Vigilancia, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69243097305298,-74.0596084594727,7133333.33,1,1,3/29/2021 9:46:47 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6163439.aspx
330,Eliana  Henao,Venta,Apartamento,Hermoso apartamento exterior recién remodelado Ubicado sobre carrera en una vía secundaria en el corazón del barrio pasadena Cuenta con alcoba principal con baño alcoba secundaria y baño social con ducha Cocina tipo americana patio de ropas y balcón Un parqueadero y un depósito grande El edificio cuenta con ascensor parqueadero de visitantes vigilancia las 24 horas y con zona de BBQ Está ubicado cerca a supermercados panaderías y sitios de comida. Cerca a estaciones de Transmilenio.,355000000,Particular,60,60,carrera 51 # 106 - 78,"60,00 m2",2,2,1 a 8 años,4.5,0,440000,Pasadena,0,1,"Interiores$Balcón, Citófono, Cocina tipo Americano, Depósito / Bodega, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69597721099854,-74.0610733032227,5916666.67,1,1,2/25/2021 3:48:42 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5165277.aspx
331,Bienes Corporativos Consultores En Propiedad Raiz,Venta,Apartamento,"Se vende apt  bogota pasadena con un área de 128, 80 M2,  en el cuarto piso vista exterior,  cuenta 3 alcobas Vestier y baño en habitación principal,  habitación de servicio con baño,  divisiones vidrio,  sala comedor,  cocina americana horno zona ropas,  un deposito,  dos parqueadero,  shut basuras recepción tipo lobby,  salones sociales,  zonas BBQ salón juegos.",780000000,Professional,128,128,cra50 102a-16,"128,00 m2",3,3,1 a 8 años,4.5,4,763401,Pasadena,4,2,"Interiores$Balcón, Baño Auxiliar, Calentador, Citófono, Cocina tipo Americano, Cuarto de Servicio, Depósito / Bodega, Estudio, Instalación de gas, Zona de lavandería|Exteriores$En conjunto cerrado, Garaje(s), Portería / Recepción, Salón Comunal, Vigilancia, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial",4.69015979766846,-74.0613784790039,6093750.0,0,1,10/29/2020 3:26:47 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5363134.aspx
332,Bolsa Central Inmobiliaria SA,Venta,Apartamento,"Excelente apartamento con muy buena ubicación y luz natural. Buen estado de conservación,  ubicado en un 5 piso..",405000000,Professional,76,76,KR 53 103 B 52 AP 506,,2,3,9 a 15 años,12.0,5,382000,Pasadena,5,1,"Interiores$Baño Auxiliar, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Ascensor, En conjunto cerrado, Jardín, Portería / Recepción, Salón Comunal, Vigilancia, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",4.69556188583374,-74.074577331543,5328947.37,1,1,3/1/2021 3:01:26 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6091066.aspx
333,Dávila Peña y Cía Ltda,Venta,Apartamento,"Arriendo o Vendo Hermoso Apartamento amoblado,  ubicado en Pasadena,  de 104 m2,  vista exterior,  3 habitaciones,  3 baños,  sala comedor,  chimenea,  balcon,  pisos en madera balcon  interno,  2 garajes y deposito..",780000000,Professional,104,104,cra 51  103b - 60,"104,00 m2",3,3,1 a 8 años,4.5,2,540000,Pasadena,2,2,"Interiores$Amoblado, Balcón, Barra estilo americano, Calentador, Chimenea, Citófono, Cocina Integral, Instalación de gas|Exteriores$Garaje(s), Portería / Recepción, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Trans. Público cercano",0.0,0.0,7500000.0,0,0,7/17/2020 8:07:04 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5325441.aspx
334,Adriana Morales,Venta,Apartamento,Penthouse de 170 mts con terraza de 50 mts adicionales 4 parqueaderos 2 depósitos amplios 3 habitaciones 3 baños estudio sistema de alarma y monitoreo iluminado cálido 5to piso zona residencial muy tranquila piso laminado cocina abierta balcón cortinas automatizadas chimenea baño principal con jacuzzi puerta de seguridad edificio automatizado,1190000000,Particular,170,170,Cra 48 # 106A-66,"170,00 m2",3,3,1 a 8 años,4.5,0,776000,Pasadena,0,4,"Interiores$Alarma, Balcón, Calentador, Chimenea, Citófono, Cocina Integral, Cocina tipo Americano, Depósito / Bodega, Estudio, Sauna / Turco / Jacuzzi|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Portería / Recepción, Terraza|del Sector$Trans. Público cercano, Zona Residencial|#Apartamento#$PentHouse",4.695799827575679,-74.0582046508789,7000000.0,1,1,1/15/2021 2:36:00 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5276030.aspx
335,La Granja Inmobiliaria,Venta,Apartamento,"Vendo hermoso apartamento Duplex en excelente ubicación. El apartamento cuenta con parqueadero,  con 3 habitaciones,  2 baños uno de ellos es baño social,  estudio, terraza - balcón,  bastante iluminado,  bastante amplio,  en hermoso edificio y cerca de estaciones de transmilenio tanto por suba como por la autopista norte..",495000000,Professional,101,101,Calle 100,"101,00 m2",3,2,9 a 15 años,12.0,6,650000,Pasadena,6,1,"Interiores$Amoblado, Balcón, Baño Auxiliar, Calentador, Citófono, Cocina Integral, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Patio, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Vigilancia, Vista panorámica|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Industrial, Zona Residencial|#Apartamento#$Duplex",0.0,0.0,4900990.1,1,1,1/22/2020 4:53:03 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5228840.aspx
336,German Avila,Venta,Apartamento,Espectacular apartamento con excelentes acabados únicos dueños muy buena distribución con habitaciones grandes y cocina cerrada permutamos por casa en Girardot de un valor de hasta 450MM,580000000,Particular,98,98,Carrera 53  106-44,"98,00 m2",3,3,1 a 8 años,4.5,3,521000,Pasadena,3,2,"Interiores$Balcón, Calentador, Citófono, Cocina Integral, Depósito / Bodega, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol|Exteriores$Ascensor, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia, Zona Infantil|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69553804397583,-74.06256103515629,5918367.35,1,1,3/26/2021 11:00:41 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5221207.aspx
337,CESAR MONTANA,Venta,Apartamento,"Hermoso, amplio y moderno apartamento en Pasadena. 1 habitación, sala comedor, estudio, cocina, balcón, área de ropas, 2 baños, estacionamiento. 60 m2",370000000,Particular,60,60,CRA 51  104B-86,,1,2,1 a 8 años,4.5,2,0,Pasadena,2,1,"Interiores$Balcón, Baño Auxiliar, Barra estilo americano, Calentador, Citófono, Cocina tipo Americano, Estudio, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Garaje(s), Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Loft",4.6932168006897,-74.0618362426758,6166666.67,1,0,1/5/2021 4:37:27 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5987132.aspx
338,V & V Inmobiliaria SAS,Venta,Apartamento,"EXCELENTE OPORTUNIDAD APARTAMENTO EN ESTORIL, PASADENA, SOBRE VIA PRINCIPAL DE 104.4 MTS CON GARAJE Y DEPOSITO, CUENTA CON SALA COMEDOR INDEPENDIENTES, COCINA INTEGRAL A GAS NATURAL, BAÑO SERVICIO Y ZONA DE LAVANDERIA, ESTUDIO, TRES ALCOBAS CON CLOSET, TRES BAÑOS, UNO SOCIAL, UNO CUARTO PRINCIPAL Y UNO COMPARTIDO PARA LAS DOS HABITACIONES, PISOS EN MADERA Y CERAMICA.",385000000,Professional,104,104,CALLE 108 49B 21,"73,00 m2",3,4,16 a 30 años,23.0,2,0,Pasadena,2,1,"Interiores$Baño Auxiliar, Calentador, Cocina Integral, Cuarto de Servicio, Estudio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Vivienda Multifamiliar, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",0.0,0.0,3701923.08,0,0,2/7/2021 7:45:28 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4434844.aspx
339,Century 21 Metropolitan,Venta,Apartamento,"Apartamento totalmente remodelado,   iluminado todo el día,  queda en el quinto piso de este edificio,  cuenta con tres habitaciones con altillo en la habitación principal,  cocina tipo americana y dos baños. Se entrega con muebles hechos a la medida del apto (en cocina,  hall y baños),  persianas romanas en la sala y blackout en las habitaciones.(Edificio no cuenta con ascensor).",330000000,Professional,71,71,"Carrera 51 # 105 - 21, Pasadena, Zona Noroccidente, Bogotá, Cundinamarca","71,00 m2",3,2,16 a 30 años,23.0,0,0,Pasadena,0,0,,4.69378519058228,-74.0608444213867,4647887.32,0,0,1/15/2021 1:12:33 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4699101.aspx
340,Antonio Sarmiento,Venta,Apartamento,"Acogedor apartamento de Dos Habitaciones Principal con baño, Closet en madera, Sala, Comedor, Cocina, Baño social, Garaje cubierto, sin ascensor, Zonas comunes amplias, vista interior, Vigilancia 24/7, parques cercanos con zonas verdes, Centros comerciales, Manejo directo y documentos al día",295000000,Particular,53,53,Carrera 51 No. 104B - 70,"50,00 m2",2,2,16 a 30 años,23.0,2,240000,Pasadena,2,1,"Interiores$Baño Auxiliar, Calentador, Citófono, Cocina Integral, Instalación de gas|Exteriores$Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.69416999816895,-74.06141662597659,5566037.74,0,0,3/29/2021 12:42:40 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5031311.aspx
341,B&P Bienes y Proyectos SAS,Venta,Apartamento,"Excelente apartamento ubicado en sexto piso,  cuenta con gran iluminación natural pisos en madera laminada,  dos habitaciones con closet la principal con baño privado,  baño social,  sala comedor en el mismo ambiente,  estudio,  cocina integral tipo americano,  zona de lavandería,  garaje cubierto y depósito. El edificio cuenta con vigilancia 247,  ascensor,  puertas inteligentes,  circuito cerrado de tv. Con cercanía a bancos,  restaurantes,  iglesias,  bombas de gasolina,  colegios,  hospitales,  parques. Vías de acceso como la Av. Suba,  Av. Calle 100,  Calle 106,  Calle 53,  Av 68. Facilidad de transporte..",320000000,Professional,68,68,Calle 102A # 51 - 21 Edificio Mediterraneo Apto 602 Garaje 602 Deposito 5,"68,00 m2",2,2,16 a 30 años,23.0,6,345000,Pasadena,6,1,"Interiores$Baño Auxiliar, Citófono, Closet, Depósito / Bodega, Estudio, Instalación de gas, Puerta de seguridad|Exteriores$Ascensor, Circuito cerrado de TV, Portería / Vigilancia, Vigilancia privada 24*7|del Sector$Colegios / Universidades, Cómodas vias de acceso, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.69000005722046,-74.06199645996091,4705882.35,1,1,7/27/2020 8:57:35 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4985266.aspx
342,PADS,Venta,Apartamento,"Presentamos para venta este apartamento en Pasadena. Viviendo aquí tendrás rápido acceso a dos importantes vías de movilización,  que son la autopista norte y la Avenida Calle 100.  Es el lugar ideal para familias,  por la distribución que posee. Es dúplex y los ventanales ocupan ambos niveles,  permitiendo así que haya una entrada total de luz natural,  además de que disfrutes en todo momento una gran vista a la ciudad. Visita nuestra página web para mayor información. Código 3856.",1159692936,Professional,168,168,Calle 102a # 46 -12,"168,00 m2",4,3,1 a 8 años,4.5,8,840000,Pasadena,8,1,"Interiores$Baño Auxiliar, Calentador, Chimenea, Citófono, Closet, Depósito / Bodega, Escalera de Emergencia, Estudio, Instalación de gas, Piso en Madera, Shut de basura, Zona de BBQ|Exteriores$Ascensor, Gimnasio, Parqueadero Visitantes, Portería / Vigilancia, Salón Comunal, Tanques de Agua, Terraza, Vigilancia privada 24*7|del Sector$Área Urbana, Bombas de gasolina, Cómodas vias de acceso, Parques cercanos, Sobre vía secundaria, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",4.68900012969971,-74.0589981079102,6902934.14,1,1,3/26/2021 9:49:45 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4922594.aspx
343,Sandra  O,Venta,Apartamento,VENDO APARTAMENTO EN PASADENA Tercer piso sin ascensor 53 mts 2 habitaciones la principal con baño privado y un baño completo adicional Sala comedor cocina y espacio para lavandería 1 garaje de uso exclusivo 1 depósito de uso exclusivo,260000000,Particular,53,53,Carrera 51 # 103B,,2,2,16 a 30 años,23.0,0,0,Pasadena,0,1,,4.69174909591675,-74.06182861328129,4905660.38,0,0,3/24/2021 10:22:27 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4977569.aspx
344,OPTIMA FINCA RAIZ SAS,Venta,Apartamento,"Hermoso apartamento ubicado en Pasadena,  amplio,  buenos acabados,  108 mts,  sala comedor piso en cerámica,   chimenea,  excelente iluminación,  alcobas en piso laminado. cuarto y baño de servicio. parqueadero,  deposito.Excelente ubicación..",425000000,Professional,109,109,Carrera 50 103B - 56,,3,3,16 a 30 años,23.0,0,270000,Pasadena,0,0,,4.69221019744873,-74.0610427856445,3899082.57,0,0,3/24/2021 2:07:01 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4992318.aspx
345,Johanna  Mantilla,Venta,Apartamento,"Apartamento Venta Pasadena. Dúplex exterior, 102 m2, sala-comedor con chimenea y salida a balcón, cocina abierta integral a gas con barra, zona de ropas independiente, 1 baño auxiliar, estudio, 3 alcobas principal con baño y closet,  otro baño completo.1 parqueadero cubierto ,1 depósito. Edificio con seguridad 24 hs, salón social y terraza. ",520000000,Particular,102,102,Calle 102A  51-21 ,"98,00 m2",3,3,9 a 15 años,12.0,2,0,Pasadena,2,1,,4.68997001647949,-74.06224060058591,5098039.22,0,0,3/25/2021 2:40:02 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5759564.aspx
346,Yolima  Ortega,Venta,Apartamento,Hermoso apartamento segundo piso exterior iluminación natural dos balcones acabados modernos Zona tranquila y residencial vía secundaria Vías cercanas calle 100 av suba calle 116 y auto norte,610000000,Particular,100,100,53 106,"100,00 m2",3,3,1 a 8 años,4.5,0,484000,Pasadena,0,2,,4.69563388824463,-74.0625305175781,6100000.0,0,0,2/3/2021 10:02:14 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4865719.aspx
